Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene name
ENSMUSG00000053211	ENSMUSG00000053211.11	ENSMUST00000189888	ENSMUST00000189888.7	Zfy1
ENSMUSG00000053211	ENSMUSG00000053211.11	ENSMUST00000065545	ENSMUST00000065545.6	Zfy1
ENSMUSG00000000103	ENSMUSG00000000103.13	ENSMUST00000187148	ENSMUST00000187148.7	Zfy2
ENSMUSG00000000103	ENSMUSG00000000103.13	ENSMUST00000115891	ENSMUST00000115891.2	Zfy2
ENSMUSG00000069036	ENSMUSG00000069036.4	ENSMUST00000091178	ENSMUST00000091178.2	Sry
ENSMUSG00000069036	ENSMUSG00000069036.4	ENSMUST00000091178	ENSMUST00000091178.2	Sry
ENSMUSG00000069036	ENSMUSG00000069036.4	ENSMUST00000091178	ENSMUST00000091178.2	Sry
ENSMUSG00000069036	ENSMUSG00000069036.4	ENSMUST00000091178	ENSMUST00000091178.2	Sry
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000023100	ENSMUST00000023100.8	Srebf2
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000023100	ENSMUST00000023100.8	Srebf2
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000023100	ENSMUST00000023100.8	Srebf2
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000023100	ENSMUST00000023100.8	Srebf2
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000023100	ENSMUST00000023100.8	Srebf2
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000229336	ENSMUST00000229336.2	Srebf2
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000229336	ENSMUST00000229336.2	Srebf2
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000229336	ENSMUST00000229336.2	Srebf2
ENSMUSG00000022463	ENSMUSG00000022463.9	ENSMUST00000229336	ENSMUST00000229336.2	Srebf2
ENSMUSG00000024276	ENSMUSG00000024276.8	ENSMUST00000225682	ENSMUST00000225682.2	Zfp397
ENSMUSG00000024276	ENSMUSG00000024276.8	ENSMUST00000060762	ENSMUST00000060762.6	Zfp397
ENSMUSG00000021244	ENSMUSG00000021244.16	ENSMUST00000101202	ENSMUST00000101202.10	Ylpm1
ENSMUSG00000063281	ENSMUSG00000063281.10	ENSMUST00000074941	ENSMUST00000074941.8	Zfp35
ENSMUSG00000051469	ENSMUSG00000051469.15	ENSMUST00000066497	ENSMUST00000066497.12	Zfp24
ENSMUSG00000051469	ENSMUSG00000051469.15	ENSMUST00000066497	ENSMUST00000066497.12	Zfp24
ENSMUSG00000051469	ENSMUSG00000051469.15	ENSMUST00000066497	ENSMUST00000066497.12	Zfp24
ENSMUSG00000051469	ENSMUSG00000051469.15	ENSMUST00000066497	ENSMUST00000066497.12	Zfp24
ENSMUSG00000051469	ENSMUSG00000051469.15	ENSMUST00000153337	ENSMUST00000153337.2	Zfp24
ENSMUSG00000051469	ENSMUSG00000051469.15	ENSMUST00000153337	ENSMUST00000153337.2	Zfp24
ENSMUSG00000051469	ENSMUSG00000051469.15	ENSMUST00000153337	ENSMUST00000153337.2	Zfp24
ENSMUSG00000042320	ENSMUSG00000042320.18	ENSMUST00000177289	ENSMUST00000177289.9	Prox2
ENSMUSG00000042320	ENSMUSG00000042320.18	ENSMUST00000110249	ENSMUST00000110249.3	Prox2
ENSMUSG00000058794	ENSMUSG00000058794.13	ENSMUST00000075192	ENSMUST00000075192.13	Nfe2
ENSMUSG00000058794	ENSMUSG00000058794.13	ENSMUST00000133600	ENSMUST00000133600.8	Nfe2
ENSMUSG00000058794	ENSMUSG00000058794.13	ENSMUST00000156927	ENSMUST00000156927.8	Nfe2
ENSMUSG00000058794	ENSMUSG00000058794.13	ENSMUST00000149111	ENSMUST00000149111.8	Nfe2
ENSMUSG00000058794	ENSMUSG00000058794.13	ENSMUST00000134554	ENSMUST00000134554.2	Nfe2
ENSMUSG00000058794	ENSMUSG00000058794.13	ENSMUST00000134193	ENSMUST00000134193.8	Nfe2
ENSMUSG00000058794	ENSMUSG00000058794.13	ENSMUST00000131364	ENSMUST00000131364.8	Nfe2
ENSMUSG00000058794	ENSMUSG00000058794.13	ENSMUST00000132836	ENSMUST00000132836.8	Nfe2
ENSMUSG00000058794	ENSMUSG00000058794.13	ENSMUST00000154510	ENSMUST00000154510.8	Nfe2
ENSMUSG00000058794	ENSMUSG00000058794.13	ENSMUST00000132438	ENSMUST00000132438.2	Nfe2
ENSMUSG00000071757	ENSMUSG00000071757.11	ENSMUST00000096430	ENSMUST00000096430.11	Zhx2
ENSMUSG00000022809	ENSMUSG00000022809.5	ENSMUST00000023504	ENSMUST00000023504.5	Nr1i2
ENSMUSG00000022809	ENSMUSG00000022809.5	ENSMUST00000023504	ENSMUST00000023504.5	Nr1i2
ENSMUSG00000022809	ENSMUSG00000022809.5	ENSMUST00000023504	ENSMUST00000023504.5	Nr1i2
ENSMUSG00000022809	ENSMUSG00000022809.5	ENSMUST00000023504	ENSMUST00000023504.5	Nr1i2
ENSMUSG00000022809	ENSMUSG00000022809.5	ENSMUST00000023504	ENSMUST00000023504.5	Nr1i2
ENSMUSG00000022809	ENSMUSG00000022809.5	ENSMUST00000023504	ENSMUST00000023504.5	Nr1i2
ENSMUSG00000022809	ENSMUSG00000022809.5	ENSMUST00000023504	ENSMUST00000023504.5	Nr1i2
ENSMUSG00000024619	ENSMUSG00000024619.9	ENSMUST00000025521	ENSMUST00000025521.9	Cdx1
ENSMUSG00000024619	ENSMUSG00000024619.9	ENSMUST00000025521	ENSMUST00000025521.9	Cdx1
ENSMUSG00000024619	ENSMUSG00000024619.9	ENSMUST00000025521	ENSMUST00000025521.9	Cdx1
ENSMUSG00000024619	ENSMUSG00000024619.9	ENSMUST00000025521	ENSMUST00000025521.9	Cdx1
ENSMUSG00000024619	ENSMUSG00000024619.9	ENSMUST00000025521	ENSMUST00000025521.9	Cdx1
ENSMUSG00000057469	ENSMUSG00000057469.9	ENSMUST00000020908	ENSMUST00000020908.9	E2f6
ENSMUSG00000057469	ENSMUSG00000057469.9	ENSMUST00000020908	ENSMUST00000020908.9	E2f6
ENSMUSG00000057469	ENSMUSG00000057469.9	ENSMUST00000020908	ENSMUST00000020908.9	E2f6
ENSMUSG00000057469	ENSMUSG00000057469.9	ENSMUST00000020908	ENSMUST00000020908.9	E2f6
ENSMUSG00000057469	ENSMUSG00000057469.9	ENSMUST00000020908	ENSMUST00000020908.9	E2f6
ENSMUSG00000055639	ENSMUSG00000055639.17	ENSMUST00000071533	ENSMUST00000071533.13	Dach1
ENSMUSG00000055639	ENSMUSG00000055639.17	ENSMUST00000071533	ENSMUST00000071533.13	Dach1
ENSMUSG00000055639	ENSMUSG00000055639.17	ENSMUST00000071533	ENSMUST00000071533.13	Dach1
ENSMUSG00000055639	ENSMUSG00000055639.17	ENSMUST00000071533	ENSMUST00000071533.13	Dach1
ENSMUSG00000055639	ENSMUSG00000055639.17	ENSMUST00000071533	ENSMUST00000071533.13	Dach1
ENSMUSG00000055639	ENSMUSG00000055639.17	ENSMUST00000069334	ENSMUST00000069334.8	Dach1
ENSMUSG00000055639	ENSMUSG00000055639.17	ENSMUST00000069334	ENSMUST00000069334.8	Dach1
ENSMUSG00000055639	ENSMUSG00000055639.17	ENSMUST00000069334	ENSMUST00000069334.8	Dach1
ENSMUSG00000055639	ENSMUSG00000055639.17	ENSMUST00000069334	ENSMUST00000069334.8	Dach1
ENSMUSG00000044149	ENSMUSG00000044149.8	ENSMUST00000239259	ENSMUST00000239259.2	Nkrf
ENSMUSG00000044149	ENSMUSG00000044149.8	ENSMUST00000057093	ENSMUST00000057093.8	Nkrf
ENSMUSG00000045440	ENSMUSG00000045440.5	ENSMUST00000051857	ENSMUST00000051857.5	Insm2
ENSMUSG00000045440	ENSMUSG00000045440.5	ENSMUST00000051857	ENSMUST00000051857.5	Insm2
ENSMUSG00000031365	ENSMUSG00000031365.14	ENSMUST00000114499	ENSMUST00000114499.8	Zfp275
ENSMUSG00000031365	ENSMUSG00000031365.14	ENSMUST00000033731	ENSMUST00000033731.4	Zfp275
ENSMUSG00000031374	ENSMUSG00000031374.14	ENSMUST00000033740	ENSMUST00000033740.12	Zfp92
ENSMUSG00000021250	ENSMUSG00000021250.14	ENSMUST00000021674	ENSMUST00000021674.7	Fos
ENSMUSG00000021250	ENSMUSG00000021250.14	ENSMUST00000021674	ENSMUST00000021674.7	Fos
ENSMUSG00000021250	ENSMUSG00000021250.14	ENSMUST00000021674	ENSMUST00000021674.7	Fos
ENSMUSG00000021250	ENSMUSG00000021250.14	ENSMUST00000021674	ENSMUST00000021674.7	Fos
ENSMUSG00000021250	ENSMUSG00000021250.14	ENSMUST00000021674	ENSMUST00000021674.7	Fos
ENSMUSG00000021250	ENSMUSG00000021250.14	ENSMUST00000021674	ENSMUST00000021674.7	Fos
ENSMUSG00000021250	ENSMUSG00000021250.14	ENSMUST00000021674	ENSMUST00000021674.7	Fos
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000177587	ENSMUST00000177587.9	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000177587	ENSMUST00000177587.9	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000177587	ENSMUST00000177587.9	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000177587	ENSMUST00000177587.9	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000177587	ENSMUST00000177587.9	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000177587	ENSMUST00000177587.9	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000050687	ENSMUST00000050687.14	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000050687	ENSMUST00000050687.14	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000050687	ENSMUST00000050687.14	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000050687	ENSMUST00000050687.14	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000050687	ENSMUST00000050687.14	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000171754	ENSMUST00000171754.3	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000171754	ENSMUST00000171754.3	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000171754	ENSMUST00000171754.3	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000171754	ENSMUST00000171754.3	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000171754	ENSMUST00000171754.3	Jdp2
ENSMUSG00000034271	ENSMUSG00000034271.17	ENSMUST00000222689	ENSMUST00000222689.2	Jdp2
ENSMUSG00000034266	ENSMUSG00000034266.7	ENSMUST00000040536	ENSMUST00000040536.6	Batf
ENSMUSG00000034266	ENSMUSG00000034266.7	ENSMUST00000040536	ENSMUST00000040536.6	Batf
ENSMUSG00000034266	ENSMUSG00000034266.7	ENSMUST00000040536	ENSMUST00000040536.6	Batf
ENSMUSG00000034266	ENSMUSG00000034266.7	ENSMUST00000040536	ENSMUST00000040536.6	Batf
ENSMUSG00000034266	ENSMUSG00000034266.7	ENSMUST00000040536	ENSMUST00000040536.6	Batf
ENSMUSG00000005148	ENSMUSG00000005148.9	ENSMUST00000005279	ENSMUST00000005279.8	Klf5
ENSMUSG00000005148	ENSMUSG00000005148.9	ENSMUST00000005279	ENSMUST00000005279.8	Klf5
ENSMUSG00000005148	ENSMUSG00000005148.9	ENSMUST00000005279	ENSMUST00000005279.8	Klf5
ENSMUSG00000005148	ENSMUSG00000005148.9	ENSMUST00000005279	ENSMUST00000005279.8	Klf5
ENSMUSG00000005148	ENSMUSG00000005148.9	ENSMUST00000005279	ENSMUST00000005279.8	Klf5
ENSMUSG00000005148	ENSMUSG00000005148.9	ENSMUST00000005279	ENSMUST00000005279.8	Klf5
ENSMUSG00000005148	ENSMUSG00000005148.9	ENSMUST00000005279	ENSMUST00000005279.8	Klf5
ENSMUSG00000005148	ENSMUSG00000005148.9	ENSMUST00000226784	ENSMUST00000226784.2	Klf5
ENSMUSG00000072294	ENSMUSG00000072294.6	ENSMUST00000228216	ENSMUST00000228216.2	Klf12
ENSMUSG00000072294	ENSMUSG00000072294.6	ENSMUST00000228216	ENSMUST00000228216.2	Klf12
ENSMUSG00000072294	ENSMUSG00000072294.6	ENSMUST00000228216	ENSMUST00000228216.2	Klf12
ENSMUSG00000072294	ENSMUSG00000072294.6	ENSMUST00000228216	ENSMUST00000228216.2	Klf12
ENSMUSG00000072294	ENSMUSG00000072294.6	ENSMUST00000228216	ENSMUST00000228216.2	Klf12
ENSMUSG00000072294	ENSMUSG00000072294.6	ENSMUST00000228216	ENSMUST00000228216.2	Klf12
ENSMUSG00000072294	ENSMUSG00000072294.6	ENSMUST00000228216	ENSMUST00000228216.2	Klf12
ENSMUSG00000072294	ENSMUSG00000072294.6	ENSMUST00000097079	ENSMUST00000097079.5	Klf12
ENSMUSG00000072294	ENSMUSG00000072294.6	ENSMUST00000097079	ENSMUST00000097079.5	Klf12
ENSMUSG00000072294	ENSMUSG00000072294.6	ENSMUST00000097079	ENSMUST00000097079.5	Klf12
ENSMUSG00000072294	ENSMUSG00000072294.6	ENSMUST00000097079	ENSMUST00000097079.5	Klf12
ENSMUSG00000072294	ENSMUSG00000072294.6	ENSMUST00000097079	ENSMUST00000097079.5	Klf12
ENSMUSG00000022676	ENSMUSG00000022676.8	ENSMUST00000023356	ENSMUST00000023356.8	Snai2
ENSMUSG00000022676	ENSMUSG00000022676.8	ENSMUST00000023356	ENSMUST00000023356.8	Snai2
ENSMUSG00000022676	ENSMUSG00000022676.8	ENSMUST00000023356	ENSMUST00000023356.8	Snai2
ENSMUSG00000022676	ENSMUSG00000022676.8	ENSMUST00000023356	ENSMUST00000023356.8	Snai2
ENSMUSG00000022676	ENSMUSG00000022676.8	ENSMUST00000023356	ENSMUST00000023356.8	Snai2
ENSMUSG00000022676	ENSMUSG00000022676.8	ENSMUST00000023356	ENSMUST00000023356.8	Snai2
ENSMUSG00000071772	ENSMUSG00000071772.14	ENSMUST00000115203	ENSMUST00000115203.10	Rhox3a
ENSMUSG00000071772	ENSMUSG00000071772.14	ENSMUST00000185028	ENSMUST00000185028.8	Rhox3a
ENSMUSG00000071772	ENSMUSG00000071772.14	ENSMUST00000185050	ENSMUST00000185050.3	Rhox3a
ENSMUSG00000095601	ENSMUSG00000095601.9	ENSMUST00000184565	ENSMUST00000184565.8	Rhox3a2
ENSMUSG00000095601	ENSMUSG00000095601.9	ENSMUST00000183543	ENSMUST00000183543.8	Rhox3a2
ENSMUSG00000095601	ENSMUSG00000095601.9	ENSMUST00000183901	ENSMUST00000183901.2	Rhox3a2
ENSMUSG00000095601	ENSMUSG00000095601.9	ENSMUST00000096459	ENSMUST00000096459.11	Rhox3a2
ENSMUSG00000045903	ENSMUSG00000045903.10	ENSMUST00000056129	ENSMUST00000056129.9	Npas4
ENSMUSG00000045903	ENSMUSG00000045903.10	ENSMUST00000056129	ENSMUST00000056129.9	Npas4
ENSMUSG00000045903	ENSMUSG00000045903.10	ENSMUST00000056129	ENSMUST00000056129.9	Npas4
ENSMUSG00000045903	ENSMUSG00000045903.10	ENSMUST00000056129	ENSMUST00000056129.9	Npas4
ENSMUSG00000045903	ENSMUSG00000045903.10	ENSMUST00000056129	ENSMUST00000056129.9	Npas4
ENSMUSG00000045903	ENSMUSG00000045903.10	ENSMUST00000056129	ENSMUST00000056129.9	Npas4
ENSMUSG00000079636	ENSMUSG00000079636.12	ENSMUST00000115188	ENSMUST00000115188.9	Rhox3c
ENSMUSG00000079636	ENSMUSG00000079636.12	ENSMUST00000123851	ENSMUST00000123851.8	Rhox3c
ENSMUSG00000079636	ENSMUSG00000079636.12	ENSMUST00000151387	ENSMUST00000151387.2	Rhox3c
ENSMUSG00000079636	ENSMUSG00000079636.12	ENSMUST00000115189	ENSMUST00000115189.10	Rhox3c
ENSMUSG00000041852	ENSMUSG00000041852.16	ENSMUST00000048966	ENSMUST00000048966.7	Tcf20
ENSMUSG00000041852	ENSMUSG00000041852.16	ENSMUST00000109510	ENSMUST00000109510.10	Tcf20
ENSMUSG00000073197	ENSMUSG00000073197.10	ENSMUST00000177778	ENSMUST00000177778.9	5730507C01Rik
ENSMUSG00000073197	ENSMUSG00000073197.10	ENSMUST00000063216	ENSMUST00000063216.6	5730507C01Rik
ENSMUSG00000051490	ENSMUSG00000051490.4	ENSMUST00000058600	ENSMUST00000058600.4	Foxd4
ENSMUSG00000051490	ENSMUSG00000051490.4	ENSMUST00000058600	ENSMUST00000058600.4	Foxd4
ENSMUSG00000039830	ENSMUSG00000039830.10	ENSMUST00000035608	ENSMUST00000035608.10	Olig2
ENSMUSG00000039830	ENSMUSG00000039830.10	ENSMUST00000035608	ENSMUST00000035608.10	Olig2
ENSMUSG00000039830	ENSMUSG00000039830.10	ENSMUST00000035608	ENSMUST00000035608.10	Olig2
ENSMUSG00000039830	ENSMUSG00000039830.10	ENSMUST00000035608	ENSMUST00000035608.10	Olig2
ENSMUSG00000039830	ENSMUSG00000039830.10	ENSMUST00000035608	ENSMUST00000035608.10	Olig2
ENSMUSG00000046160	ENSMUSG00000046160.7	ENSMUST00000056882	ENSMUST00000056882.7	Olig1
ENSMUSG00000046160	ENSMUSG00000046160.7	ENSMUST00000056882	ENSMUST00000056882.7	Olig1
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000114694	ENSMUST00000114694.9	Zbtb20
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000114694	ENSMUST00000114694.9	Zbtb20
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000114691	ENSMUST00000114691.8	Zbtb20
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000114691	ENSMUST00000114691.8	Zbtb20
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000114690	ENSMUST00000114690.8	Zbtb20
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000114690	ENSMUST00000114690.8	Zbtb20
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000114695	ENSMUST00000114695.3	Zbtb20
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000114695	ENSMUST00000114695.3	Zbtb20
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000079441	ENSMUST00000079441.13	Zbtb20
ENSMUSG00000022708	ENSMUSG00000022708.17	ENSMUST00000079441	ENSMUST00000079441.13	Zbtb20
ENSMUSG00000059626	ENSMUSG00000059626.14	ENSMUST00000115198	ENSMUST00000115198.10	Rhox3e
ENSMUSG00000059626	ENSMUSG00000059626.14	ENSMUST00000184210	ENSMUST00000184210.8	Rhox3e
ENSMUSG00000059626	ENSMUSG00000059626.14	ENSMUST00000184270	ENSMUST00000184270.2	Rhox3e
ENSMUSG00000059626	ENSMUSG00000059626.14	ENSMUST00000081327	ENSMUST00000081327.12	Rhox3e
ENSMUSG00000095510	ENSMUSG00000095510.9	ENSMUST00000184451	ENSMUST00000184451.8	Rhox3f
ENSMUSG00000095510	ENSMUSG00000095510.9	ENSMUST00000185008	ENSMUST00000185008.8	Rhox3f
ENSMUSG00000095510	ENSMUSG00000095510.9	ENSMUST00000183696	ENSMUST00000183696.2	Rhox3f
ENSMUSG00000095510	ENSMUSG00000095510.9	ENSMUST00000115172	ENSMUST00000115172.12	Rhox3f
ENSMUSG00000080933	ENSMUSG00000080933.5	ENSMUST00000119965	ENSMUST00000119965.3	Rhox3g
ENSMUSG00000031241	ENSMUSG00000031241.18	ENSMUST00000168174	ENSMUST00000168174.9	Tbx22
ENSMUSG00000031241	ENSMUSG00000031241.18	ENSMUST00000118986	ENSMUST00000118986.8	Tbx22
ENSMUSG00000031241	ENSMUSG00000031241.18	ENSMUST00000118986	ENSMUST00000118986.8	Tbx22
ENSMUSG00000031241	ENSMUSG00000031241.18	ENSMUST00000068451	ENSMUST00000068451.12	Tbx22
ENSMUSG00000031241	ENSMUSG00000031241.18	ENSMUST00000168403	ENSMUST00000168403.2	Tbx22
ENSMUSG00000021359	ENSMUSG00000021359.17	ENSMUST00000021787	ENSMUST00000021787.7	Tfap2a
ENSMUSG00000021359	ENSMUSG00000021359.17	ENSMUST00000223869	ENSMUST00000223869.2	Tfap2a
ENSMUSG00000021359	ENSMUSG00000021359.17	ENSMUST00000225180	ENSMUST00000225180.2	Tfap2a
ENSMUSG00000021359	ENSMUSG00000021359.17	ENSMUST00000224999	ENSMUST00000224999.2	Tfap2a
ENSMUSG00000021359	ENSMUSG00000021359.17	ENSMUST00000224665	ENSMUST00000224665.2	Tfap2a
ENSMUSG00000021359	ENSMUSG00000021359.17	ENSMUST00000110193	ENSMUST00000110193.9	Tfap2a
ENSMUSG00000071769	ENSMUSG00000071769.12	ENSMUST00000184824	ENSMUST00000184824.7	Rhox3h
ENSMUSG00000071769	ENSMUSG00000071769.12	ENSMUST00000185138	ENSMUST00000185138.8	Rhox3h
ENSMUSG00000071769	ENSMUSG00000071769.12	ENSMUST00000096457	ENSMUST00000096457.7	Rhox3h
ENSMUSG00000071637	ENSMUSG00000071637.6	ENSMUST00000096232	ENSMUST00000096232.6	Cebpd
ENSMUSG00000071637	ENSMUSG00000071637.6	ENSMUST00000096232	ENSMUST00000096232.6	Cebpd
ENSMUSG00000071637	ENSMUSG00000071637.6	ENSMUST00000096232	ENSMUST00000096232.6	Cebpd
ENSMUSG00000071637	ENSMUSG00000071637.6	ENSMUST00000096232	ENSMUST00000096232.6	Cebpd
ENSMUSG00000071637	ENSMUSG00000071637.6	ENSMUST00000096232	ENSMUST00000096232.6	Cebpd
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000161976	ENSMUST00000161976.8	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000161976	ENSMUST00000161976.8	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000161976	ENSMUST00000161976.8	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000161976	ENSMUST00000161976.8	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000161976	ENSMUST00000161976.8	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000161976	ENSMUST00000161976.8	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000161976	ENSMUST00000161976.8	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000161976	ENSMUST00000161976.8	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000022971	ENSMUST00000022971.8	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000022971	ENSMUST00000022971.8	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000022971	ENSMUST00000022971.8	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000022971	ENSMUST00000022971.8	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000159327	ENSMUST00000159327.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000159327	ENSMUST00000159327.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000159327	ENSMUST00000159327.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000159327	ENSMUST00000159327.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000159327	ENSMUST00000159327.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000159327	ENSMUST00000159327.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000159327	ENSMUST00000159327.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000159327	ENSMUST00000159327.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000167731	ENSMUST00000167731.8	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000159338	ENSMUST00000159338.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000160009	ENSMUST00000160009.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000160009	ENSMUST00000160009.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000160009	ENSMUST00000160009.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000160009	ENSMUST00000160009.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000160009	ENSMUST00000160009.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000160009	ENSMUST00000160009.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000160009	ENSMUST00000160009.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000160009	ENSMUST00000160009.2	Myc
ENSMUSG00000022346	ENSMUSG00000022346.18	ENSMUST00000191178	ENSMUST00000191178.3	Myc
ENSMUSG00000053909	ENSMUSG00000053909.9	ENSMUST00000115150	ENSMUST00000115150.4	Rhox10
ENSMUSG00000051038	ENSMUSG00000051038.11	ENSMUST00000054147	ENSMUST00000054147.11	Rhox11
ENSMUSG00000050197	ENSMUSG00000050197.6	ENSMUST00000152730	ENSMUST00000152730.4	Rhox13
ENSMUSG00000048047	ENSMUSG00000048047.4	ENSMUST00000115142	ENSMUST00000115142.3	Zbtb33
ENSMUSG00000048047	ENSMUSG00000048047.4	ENSMUST00000049740	ENSMUST00000049740.3	Zbtb33
ENSMUSG00000024837	ENSMUSG00000024837.16	ENSMUST00000025755	ENSMUST00000025755.11	Dmrt1
ENSMUSG00000024837	ENSMUSG00000024837.16	ENSMUST00000025755	ENSMUST00000025755.11	Dmrt1
ENSMUSG00000024837	ENSMUSG00000024837.16	ENSMUST00000087525	ENSMUST00000087525.5	Dmrt1
ENSMUSG00000024837	ENSMUSG00000024837.16	ENSMUST00000087525	ENSMUST00000087525.5	Dmrt1
ENSMUSG00000063905	ENSMUSG00000063905.3	ENSMUST00000081471	ENSMUST00000081471.3	Gm10139
ENSMUSG00000063905	ENSMUSG00000063905.3	ENSMUST00000081471	ENSMUST00000081471.3	Gm10139
ENSMUSG00000042372	ENSMUSG00000042372.6	ENSMUST00000048935	ENSMUST00000048935.6	Dmrt3
ENSMUSG00000048138	ENSMUSG00000048138.11	ENSMUST00000053068	ENSMUST00000053068.7	Dmrt2
ENSMUSG00000048138	ENSMUSG00000048138.11	ENSMUST00000053068	ENSMUST00000053068.7	Dmrt2
ENSMUSG00000048138	ENSMUSG00000048138.11	ENSMUST00000053068	ENSMUST00000053068.7	Dmrt2
ENSMUSG00000001496	ENSMUSG00000001496.16	ENSMUST00000178477	ENSMUST00000178477.9	Nkx2-1
ENSMUSG00000001496	ENSMUSG00000001496.16	ENSMUST00000178477	ENSMUST00000178477.9	Nkx2-1
ENSMUSG00000001496	ENSMUSG00000001496.16	ENSMUST00000178477	ENSMUST00000178477.9	Nkx2-1
ENSMUSG00000001496	ENSMUSG00000001496.16	ENSMUST00000178477	ENSMUST00000178477.9	Nkx2-1
ENSMUSG00000001496	ENSMUSG00000001496.16	ENSMUST00000178477	ENSMUST00000178477.9	Nkx2-1
ENSMUSG00000001496	ENSMUSG00000001496.16	ENSMUST00000178477	ENSMUST00000178477.9	Nkx2-1
ENSMUSG00000001496	ENSMUSG00000001496.16	ENSMUST00000001536	ENSMUST00000001536.9	Nkx2-1
