Gene stable ID	Gene stable ID version	Transcript stable ID	Transcript stable ID version	Gene name
ENSMUSG00000002250	ENSMUSG00000002250.17	ENSMUST00000002320	ENSMUST00000002320.16	Ppard
ENSMUSG00000002250	ENSMUSG00000002250.17	ENSMUST00000002320	ENSMUST00000002320.16	Ppard
ENSMUSG00000002250	ENSMUSG00000002250.17	ENSMUST00000002320	ENSMUST00000002320.16	Ppard
ENSMUSG00000002250	ENSMUSG00000002250.17	ENSMUST00000002320	ENSMUST00000002320.16	Ppard
ENSMUSG00000002250	ENSMUSG00000002250.17	ENSMUST00000002320	ENSMUST00000002320.16	Ppard
ENSMUSG00000002250	ENSMUSG00000002250.17	ENSMUST00000002320	ENSMUST00000002320.16	Ppard
ENSMUSG00000002250	ENSMUSG00000002250.17	ENSMUST00000002320	ENSMUST00000002320.16	Ppard
ENSMUSG00000002250	ENSMUSG00000002250.17	ENSMUST00000002320	ENSMUST00000002320.16	Ppard
ENSMUSG00000002250	ENSMUSG00000002250.17	ENSMUST00000002320	ENSMUST00000002320.16	Ppard
ENSMUSG00000002250	ENSMUSG00000002250.17	ENSMUST00000232879	ENSMUST00000232879.2	Ppard
ENSMUSG00000002250	ENSMUSG00000002250.17	ENSMUST00000166744	ENSMUST00000166744.8	Ppard
ENSMUSG00000002250	ENSMUSG00000002250.17	ENSMUST00000166744	ENSMUST00000166744.8	Ppard
ENSMUSG00000002250	ENSMUSG00000002250.17	ENSMUST00000169040	ENSMUST00000169040.3	Ppard
ENSMUSG00000002250	ENSMUSG00000002250.17	ENSMUST00000169040	ENSMUST00000169040.3	Ppard
ENSMUSG00000002578	ENSMUSG00000002578.19	ENSMUST00000133342	ENSMUST00000133342.10	Ikzf4
ENSMUSG00000002578	ENSMUSG00000002578.19	ENSMUST00000221150	ENSMUST00000221150.2	Ikzf4
ENSMUSG00000002578	ENSMUSG00000002578.19	ENSMUST00000222067	ENSMUST00000222067.2	Ikzf4
ENSMUSG00000055148	ENSMUSG00000055148.8	ENSMUST00000067912	ENSMUST00000067912.8	Klf2
ENSMUSG00000055148	ENSMUSG00000055148.8	ENSMUST00000067912	ENSMUST00000067912.8	Klf2
ENSMUSG00000055148	ENSMUSG00000055148.8	ENSMUST00000067912	ENSMUST00000067912.8	Klf2
ENSMUSG00000055148	ENSMUSG00000055148.8	ENSMUST00000067912	ENSMUST00000067912.8	Klf2
ENSMUSG00000055148	ENSMUSG00000055148.8	ENSMUST00000067912	ENSMUST00000067912.8	Klf2
ENSMUSG00000055148	ENSMUSG00000055148.8	ENSMUST00000067912	ENSMUST00000067912.8	Klf2
ENSMUSG00000055148	ENSMUSG00000055148.8	ENSMUST00000067912	ENSMUST00000067912.8	Klf2
ENSMUSG00000018983	ENSMUSG00000018983.10	ENSMUST00000061721	ENSMUST00000061721.6	E2f2
ENSMUSG00000018983	ENSMUSG00000018983.10	ENSMUST00000061721	ENSMUST00000061721.6	E2f2
ENSMUSG00000018983	ENSMUSG00000018983.10	ENSMUST00000061721	ENSMUST00000061721.6	E2f2
ENSMUSG00000018983	ENSMUSG00000018983.10	ENSMUST00000061721	ENSMUST00000061721.6	E2f2
ENSMUSG00000027833	ENSMUSG00000027833.17	ENSMUST00000162098	ENSMUST00000162098.9	Shox2
ENSMUSG00000027833	ENSMUSG00000027833.17	ENSMUST00000029422	ENSMUST00000029422.14	Shox2
ENSMUSG00000027833	ENSMUSG00000027833.17	ENSMUST00000029422	ENSMUST00000029422.14	Shox2
ENSMUSG00000027833	ENSMUSG00000027833.17	ENSMUST00000029422	ENSMUST00000029422.14	Shox2
ENSMUSG00000027833	ENSMUSG00000027833.17	ENSMUST00000162060	ENSMUST00000162060.9	Shox2
ENSMUSG00000027833	ENSMUSG00000027833.17	ENSMUST00000162439	ENSMUST00000162439.8	Shox2
ENSMUSG00000027833	ENSMUSG00000027833.17	ENSMUST00000195261	ENSMUST00000195261.2	Shox2
ENSMUSG00000030232	ENSMUSG00000030232.19	ENSMUST00000032359	ENSMUST00000032359.15	Aebp2
ENSMUSG00000030232	ENSMUSG00000030232.19	ENSMUST00000032359	ENSMUST00000032359.15	Aebp2
ENSMUSG00000030232	ENSMUSG00000030232.19	ENSMUST00000087614	ENSMUST00000087614.11	Aebp2
ENSMUSG00000030232	ENSMUSG00000030232.19	ENSMUST00000087614	ENSMUST00000087614.11	Aebp2
ENSMUSG00000030232	ENSMUSG00000030232.19	ENSMUST00000095350	ENSMUST00000095350.11	Aebp2
ENSMUSG00000030232	ENSMUSG00000030232.19	ENSMUST00000095350	ENSMUST00000095350.11	Aebp2
ENSMUSG00000030232	ENSMUSG00000030232.19	ENSMUST00000160836	ENSMUST00000160836.8	Aebp2
ENSMUSG00000030232	ENSMUSG00000030232.19	ENSMUST00000160836	ENSMUST00000160836.8	Aebp2
ENSMUSG00000030232	ENSMUSG00000030232.19	ENSMUST00000161335	ENSMUST00000161335.8	Aebp2
ENSMUSG00000030232	ENSMUSG00000030232.19	ENSMUST00000161335	ENSMUST00000161335.8	Aebp2
ENSMUSG00000046556	ENSMUSG00000046556.8	ENSMUST00000057717	ENSMUST00000057717.8	Zfp319
ENSMUSG00000075304	ENSMUSG00000075304.3	ENSMUST00000100043	ENSMUST00000100043.3	Sp5
ENSMUSG00000075304	ENSMUSG00000075304.3	ENSMUST00000100043	ENSMUST00000100043.3	Sp5
ENSMUSG00000075304	ENSMUSG00000075304.3	ENSMUST00000100043	ENSMUST00000100043.3	Sp5
ENSMUSG00000003545	ENSMUSG00000003545.4	ENSMUST00000003640	ENSMUST00000003640.4	Fosb
ENSMUSG00000003545	ENSMUSG00000003545.4	ENSMUST00000003640	ENSMUST00000003640.4	Fosb
ENSMUSG00000003545	ENSMUSG00000003545.4	ENSMUST00000003640	ENSMUST00000003640.4	Fosb
ENSMUSG00000003545	ENSMUSG00000003545.4	ENSMUST00000003640	ENSMUST00000003640.4	Fosb
ENSMUSG00000003545	ENSMUSG00000003545.4	ENSMUST00000207334	ENSMUST00000207334.2	Fosb
ENSMUSG00000003545	ENSMUSG00000003545.4	ENSMUST00000208505	ENSMUST00000208505.2	Fosb
ENSMUSG00000003545	ENSMUSG00000003545.4	ENSMUST00000207716	ENSMUST00000207716.2	Fosb
ENSMUSG00000003545	ENSMUSG00000003545.4	ENSMUST00000208326	ENSMUST00000208326.2	Fosb
ENSMUSG00000003545	ENSMUSG00000003545.4	ENSMUST00000208446	ENSMUST00000208446.2	Fosb
ENSMUSG00000051351	ENSMUSG00000051351.15	ENSMUST00000069195	ENSMUST00000069195.5	Zfp46
ENSMUSG00000051351	ENSMUSG00000051351.15	ENSMUST00000069195	ENSMUST00000069195.5	Zfp46
ENSMUSG00000002249	ENSMUSG00000002249.22	ENSMUST00000154873	ENSMUST00000154873.9	Tead3
ENSMUSG00000002249	ENSMUSG00000002249.22	ENSMUST00000154873	ENSMUST00000154873.9	Tead3
ENSMUSG00000002249	ENSMUSG00000002249.22	ENSMUST00000154873	ENSMUST00000154873.9	Tead3
ENSMUSG00000002249	ENSMUSG00000002249.22	ENSMUST00000114799	ENSMUST00000114799.8	Tead3
ENSMUSG00000002249	ENSMUSG00000002249.22	ENSMUST00000156862	ENSMUST00000156862.3	Tead3
ENSMUSG00000002249	ENSMUSG00000002249.22	ENSMUST00000156862	ENSMUST00000156862.3	Tead3
ENSMUSG00000002249	ENSMUSG00000002249.22	ENSMUST00000156862	ENSMUST00000156862.3	Tead3
ENSMUSG00000002249	ENSMUSG00000002249.22	ENSMUST00000219703	ENSMUST00000219703.3	Tead3
ENSMUSG00000028042	ENSMUSG00000028042.16	ENSMUST00000107433	ENSMUST00000107433.8	Zbtb7b
ENSMUSG00000028042	ENSMUSG00000028042.16	ENSMUST00000107433	ENSMUST00000107433.8	Zbtb7b
ENSMUSG00000028042	ENSMUSG00000028042.16	ENSMUST00000107433	ENSMUST00000107433.8	Zbtb7b
ENSMUSG00000028042	ENSMUSG00000028042.16	ENSMUST00000107435	ENSMUST00000107435.8	Zbtb7b
ENSMUSG00000028042	ENSMUSG00000028042.16	ENSMUST00000107435	ENSMUST00000107435.8	Zbtb7b
ENSMUSG00000028042	ENSMUSG00000028042.16	ENSMUST00000107435	ENSMUST00000107435.8	Zbtb7b
ENSMUSG00000028042	ENSMUSG00000028042.16	ENSMUST00000107432	ENSMUST00000107432.8	Zbtb7b
ENSMUSG00000028042	ENSMUSG00000028042.16	ENSMUST00000107432	ENSMUST00000107432.8	Zbtb7b
ENSMUSG00000028042	ENSMUSG00000028042.16	ENSMUST00000107432	ENSMUST00000107432.8	Zbtb7b
ENSMUSG00000028042	ENSMUSG00000028042.16	ENSMUST00000029677	ENSMUST00000029677.9	Zbtb7b
ENSMUSG00000028042	ENSMUSG00000028042.16	ENSMUST00000029677	ENSMUST00000029677.9	Zbtb7b
ENSMUSG00000028042	ENSMUSG00000028042.16	ENSMUST00000029677	ENSMUST00000029677.9	Zbtb7b
ENSMUSG00000061079	ENSMUSG00000061079.15	ENSMUST00000209505	ENSMUST00000209505.2	Zfp143
ENSMUSG00000061079	ENSMUSG00000061079.15	ENSMUST00000209505	ENSMUST00000209505.2	Zfp143
ENSMUSG00000061079	ENSMUSG00000061079.15	ENSMUST00000211798	ENSMUST00000211798.2	Zfp143
ENSMUSG00000061079	ENSMUSG00000061079.15	ENSMUST00000211798	ENSMUST00000211798.2	Zfp143
ENSMUSG00000061079	ENSMUSG00000061079.15	ENSMUST00000084727	ENSMUST00000084727.11	Zfp143
ENSMUSG00000061079	ENSMUSG00000061079.15	ENSMUST00000084727	ENSMUST00000084727.11	Zfp143
ENSMUSG00000061079	ENSMUSG00000061079.15	ENSMUST00000084727	ENSMUST00000084727.11	Zfp143
ENSMUSG00000061079	ENSMUSG00000061079.15	ENSMUST00000169638	ENSMUST00000169638.4	Zfp143
ENSMUSG00000061079	ENSMUSG00000061079.15	ENSMUST00000169638	ENSMUST00000169638.4	Zfp143
ENSMUSG00000043753	ENSMUSG00000043753.3	ENSMUST00000052478	ENSMUST00000052478.3	Dmrta1
ENSMUSG00000070902	ENSMUSG00000070902.6	ENSMUST00000107129	ENSMUST00000107129.2	Zfp352
ENSMUSG00000070902	ENSMUSG00000070902.6	ENSMUST00000080541	ENSMUST00000080541.5	Zfp352
ENSMUSG00000038805	ENSMUSG00000038805.11	ENSMUST00000175898	ENSMUST00000175898.4	Six3
ENSMUSG00000038805	ENSMUSG00000038805.11	ENSMUST00000175898	ENSMUST00000175898.4	Six3
ENSMUSG00000038805	ENSMUSG00000038805.11	ENSMUST00000175898	ENSMUST00000175898.4	Six3
ENSMUSG00000038805	ENSMUSG00000038805.11	ENSMUST00000175898	ENSMUST00000175898.4	Six3
ENSMUSG00000038805	ENSMUSG00000038805.11	ENSMUST00000176081	ENSMUST00000176081.3	Six3
ENSMUSG00000038805	ENSMUSG00000038805.11	ENSMUST00000176081	ENSMUST00000176081.3	Six3
ENSMUSG00000038805	ENSMUSG00000038805.11	ENSMUST00000176081	ENSMUST00000176081.3	Six3
ENSMUSG00000038805	ENSMUSG00000038805.11	ENSMUST00000176081	ENSMUST00000176081.3	Six3
ENSMUSG00000038805	ENSMUSG00000038805.11	ENSMUST00000162695	ENSMUST00000162695.3	Six3
ENSMUSG00000015605	ENSMUSG00000015605.7	ENSMUST00000015749	ENSMUST00000015749.7	Srf
ENSMUSG00000015605	ENSMUSG00000015605.7	ENSMUST00000015749	ENSMUST00000015749.7	Srf
ENSMUSG00000015605	ENSMUSG00000015605.7	ENSMUST00000015749	ENSMUST00000015749.7	Srf
ENSMUSG00000015605	ENSMUSG00000015605.7	ENSMUST00000015749	ENSMUST00000015749.7	Srf
ENSMUSG00000015605	ENSMUSG00000015605.7	ENSMUST00000015749	ENSMUST00000015749.7	Srf
ENSMUSG00000015605	ENSMUSG00000015605.7	ENSMUST00000015749	ENSMUST00000015749.7	Srf
ENSMUSG00000015605	ENSMUSG00000015605.7	ENSMUST00000015749	ENSMUST00000015749.7	Srf
ENSMUSG00000015605	ENSMUSG00000015605.7	ENSMUST00000015749	ENSMUST00000015749.7	Srf
ENSMUSG00000015605	ENSMUSG00000015605.7	ENSMUST00000015749	ENSMUST00000015749.7	Srf
ENSMUSG00000049728	ENSMUSG00000049728.15	ENSMUST00000054415	ENSMUST00000054415.12	Zfp668
ENSMUSG00000049728	ENSMUSG00000049728.15	ENSMUST00000054415	ENSMUST00000054415.12	Zfp668
ENSMUSG00000049728	ENSMUSG00000049728.15	ENSMUST00000106263	ENSMUST00000106263.8	Zfp668
ENSMUSG00000049728	ENSMUSG00000049728.15	ENSMUST00000106263	ENSMUST00000106263.8	Zfp668
ENSMUSG00000049728	ENSMUSG00000049728.15	ENSMUST00000106261	ENSMUST00000106261.8	Zfp668
ENSMUSG00000049728	ENSMUSG00000049728.15	ENSMUST00000106261	ENSMUST00000106261.8	Zfp668
ENSMUSG00000049728	ENSMUSG00000049728.15	ENSMUST00000106262	ENSMUST00000106262.2	Zfp668
ENSMUSG00000049728	ENSMUSG00000049728.15	ENSMUST00000106262	ENSMUST00000106262.2	Zfp668
ENSMUSG00000042613	ENSMUSG00000042613.10	ENSMUST00000038942	ENSMUST00000038942.10	Pbxip1
ENSMUSG00000042613	ENSMUSG00000042613.10	ENSMUST00000038942	ENSMUST00000038942.10	Pbxip1
ENSMUSG00000031621	ENSMUSG00000031621.10	ENSMUST00000034034	ENSMUST00000034034.10	Isx
ENSMUSG00000031621	ENSMUSG00000031621.10	ENSMUST00000034034	ENSMUST00000034034.10	Isx
ENSMUSG00000031621	ENSMUSG00000031621.10	ENSMUST00000034034	ENSMUST00000034034.10	Isx
ENSMUSG00000031621	ENSMUSG00000031621.10	ENSMUST00000174427	ENSMUST00000174427.2	Isx
ENSMUSG00000031621	ENSMUSG00000031621.10	ENSMUST00000174427	ENSMUST00000174427.2	Isx
ENSMUSG00000031621	ENSMUSG00000031621.10	ENSMUST00000174427	ENSMUST00000174427.2	Isx
ENSMUSG00000014603	ENSMUSG00000014603.4	ENSMUST00000014747	ENSMUST00000014747.3	Alx3
ENSMUSG00000014603	ENSMUSG00000014603.4	ENSMUST00000014747	ENSMUST00000014747.3	Alx3
ENSMUSG00000014603	ENSMUSG00000014603.4	ENSMUST00000014747	ENSMUST00000014747.3	Alx3
ENSMUSG00000014603	ENSMUSG00000014603.4	ENSMUST00000233202	ENSMUST00000233202.2	Alx3
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115212	ENSMUST00000115212.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115212	ENSMUST00000115212.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115212	ENSMUST00000115212.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115212	ENSMUST00000115212.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000123194	ENSMUST00000123194.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115211	ENSMUST00000115211.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115211	ENSMUST00000115211.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115211	ENSMUST00000115211.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115211	ENSMUST00000115211.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115206	ENSMUST00000115206.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115206	ENSMUST00000115206.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000133928	ENSMUST00000133928.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115208	ENSMUST00000115208.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115209	ENSMUST00000115209.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115209	ENSMUST00000115209.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115209	ENSMUST00000115209.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115209	ENSMUST00000115209.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115200	ENSMUST00000115200.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115204	ENSMUST00000115204.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000115199	ENSMUST00000115199.8	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000132866	ENSMUST00000132866.2	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000170535	ENSMUST00000170535.9	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000167972	ENSMUST00000167972.9	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000167972	ENSMUST00000167972.9	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000167972	ENSMUST00000167972.9	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000167972	ENSMUST00000167972.9	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000004761	ENSMUST00000004761.13	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000069831	ENSMUST00000069831.15	Nrf1
ENSMUSG00000058440	ENSMUSG00000058440.15	ENSMUST00000069808	ENSMUST00000069808.13	Nrf1
ENSMUSG00000034057	ENSMUSG00000034057.9	ENSMUST00000048229	ENSMUST00000048229.9	Myrfl
ENSMUSG00000034057	ENSMUSG00000034057.9	ENSMUST00000048229	ENSMUST00000048229.9	Myrfl
ENSMUSG00000022245	ENSMUSG00000022245.16	ENSMUST00000119146	ENSMUST00000119146.8	Skor1
ENSMUSG00000022245	ENSMUSG00000022245.16	ENSMUST00000055281	ENSMUST00000055281.8	Skor1
ENSMUSG00000108127	ENSMUSG00000108127.2	ENSMUST00000203629	ENSMUST00000203629.2	Gm12845
ENSMUSG00000108127	ENSMUSG00000108127.2	ENSMUST00000204276	ENSMUST00000204276.2	Gm12845
ENSMUSG00000060862	ENSMUSG00000060862.11	ENSMUST00000049583	ENSMUST00000049583.8	Zbtb40
ENSMUSG00000060862	ENSMUSG00000060862.11	ENSMUST00000218160	ENSMUST00000218160.2	Zbtb40
ENSMUSG00000048626	ENSMUSG00000048626.6	ENSMUST00000062747	ENSMUST00000062747.6	Klf17
ENSMUSG00000048626	ENSMUSG00000048626.6	ENSMUST00000062747	ENSMUST00000062747.6	Klf17
ENSMUSG00000048626	ENSMUSG00000048626.6	ENSMUST00000062747	ENSMUST00000062747.6	Klf17
ENSMUSG00000005267	ENSMUSG00000005267.14	ENSMUST00000149228	ENSMUST00000149228.8	Zfp287
ENSMUSG00000005267	ENSMUSG00000005267.14	ENSMUST00000185656	ENSMUST00000185656.7	Zfp287
ENSMUSG00000047342	ENSMUSG00000047342.18	ENSMUST00000207597	ENSMUST00000207597.2	Zfp286
ENSMUSG00000047342	ENSMUSG00000047342.18	ENSMUST00000054654	ENSMUST00000054654.13	Zfp286
ENSMUSG00000047342	ENSMUSG00000047342.18	ENSMUST00000108705	ENSMUST00000108705.8	Zfp286
ENSMUSG00000052684	ENSMUSG00000052684.5	ENSMUST00000107094	ENSMUST00000107094.2	Jun
ENSMUSG00000052684	ENSMUSG00000052684.5	ENSMUST00000107094	ENSMUST00000107094.2	Jun
ENSMUSG00000052684	ENSMUSG00000052684.5	ENSMUST00000107094	ENSMUST00000107094.2	Jun
ENSMUSG00000052684	ENSMUSG00000052684.5	ENSMUST00000107094	ENSMUST00000107094.2	Jun
ENSMUSG00000052684	ENSMUSG00000052684.5	ENSMUST00000107094	ENSMUST00000107094.2	Jun
ENSMUSG00000052684	ENSMUSG00000052684.5	ENSMUST00000107094	ENSMUST00000107094.2	Jun
ENSMUSG00000052684	ENSMUSG00000052684.5	ENSMUST00000107094	ENSMUST00000107094.2	Jun
ENSMUSG00000052684	ENSMUSG00000052684.5	ENSMUST00000107094	ENSMUST00000107094.2	Jun
ENSMUSG00000052684	ENSMUSG00000052684.5	ENSMUST00000107094	ENSMUST00000107094.2	Jun
ENSMUSG00000048015	ENSMUSG00000048015.5	ENSMUST00000061571	ENSMUST00000061571.5	Neurod4
ENSMUSG00000010175	ENSMUSG00000010175.14	ENSMUST00000175916	ENSMUST00000175916.8	Prox1
ENSMUSG00000010175	ENSMUSG00000010175.14	ENSMUST00000175916	ENSMUST00000175916.8	Prox1
ENSMUSG00000010175	ENSMUSG00000010175.14	ENSMUST00000175916	ENSMUST00000175916.8	Prox1
ENSMUSG00000010175	ENSMUSG00000010175.14	ENSMUST00000175916	ENSMUST00000175916.8	Prox1
ENSMUSG00000010175	ENSMUSG00000010175.14	ENSMUST00000175916	ENSMUST00000175916.8	Prox1
ENSMUSG00000010175	ENSMUSG00000010175.14	ENSMUST00000010319	ENSMUST00000010319.14	Prox1
ENSMUSG00000010175	ENSMUSG00000010175.14	ENSMUST00000010319	ENSMUST00000010319.14	Prox1
ENSMUSG00000010175	ENSMUSG00000010175.14	ENSMUST00000010319	ENSMUST00000010319.14	Prox1
ENSMUSG00000010175	ENSMUSG00000010175.14	ENSMUST00000010319	ENSMUST00000010319.14	Prox1
ENSMUSG00000010175	ENSMUSG00000010175.14	ENSMUST00000177288	ENSMUST00000177288.4	Prox1
ENSMUSG00000010175	ENSMUSG00000010175.14	ENSMUST00000177288	ENSMUST00000177288.4	Prox1
ENSMUSG00000010175	ENSMUSG00000010175.14	ENSMUST00000177288	ENSMUST00000177288.4	Prox1
ENSMUSG00000010175	ENSMUSG00000010175.14	ENSMUST00000177288	ENSMUST00000177288.4	Prox1
ENSMUSG00000032402	ENSMUSG00000032402.13	ENSMUST00000034973	ENSMUST00000034973.10	Smad3
ENSMUSG00000032402	ENSMUSG00000032402.13	ENSMUST00000034973	ENSMUST00000034973.10	Smad3
ENSMUSG00000032402	ENSMUSG00000032402.13	ENSMUST00000034973	ENSMUST00000034973.10	Smad3
ENSMUSG00000032402	ENSMUSG00000032402.13	ENSMUST00000034973	ENSMUST00000034973.10	Smad3
ENSMUSG00000032402	ENSMUSG00000032402.13	ENSMUST00000034973	ENSMUST00000034973.10	Smad3
ENSMUSG00000032402	ENSMUSG00000032402.13	ENSMUST00000034973	ENSMUST00000034973.10	Smad3
ENSMUSG00000032402	ENSMUSG00000032402.13	ENSMUST00000034973	ENSMUST00000034973.10	Smad3
ENSMUSG00000032402	ENSMUSG00000032402.13	ENSMUST00000034973	ENSMUST00000034973.10	Smad3
ENSMUSG00000032402	ENSMUSG00000032402.13	ENSMUST00000034973	ENSMUST00000034973.10	Smad3
ENSMUSG00000032402	ENSMUSG00000032402.13	ENSMUST00000034973	ENSMUST00000034973.10	Smad3
ENSMUSG00000032402	ENSMUSG00000032402.13	ENSMUST00000034973	ENSMUST00000034973.10	Smad3
ENSMUSG00000051451	ENSMUSG00000051451.7	ENSMUST00000061767	ENSMUST00000061767.5	Crebzf
ENSMUSG00000000440	ENSMUSG00000000440.13	ENSMUST00000171644	ENSMUST00000171644.8	Pparg
ENSMUSG00000000440	ENSMUSG00000000440.13	ENSMUST00000171644	ENSMUST00000171644.8	Pparg
ENSMUSG00000000440	ENSMUSG00000000440.13	ENSMUST00000203732	ENSMUST00000203732.3	Pparg
ENSMUSG00000000440	ENSMUSG00000000440.13	ENSMUST00000203732	ENSMUST00000203732.3	Pparg
ENSMUSG00000000440	ENSMUSG00000000440.13	ENSMUST00000204305	ENSMUST00000204305.3	Pparg
ENSMUSG00000000440	ENSMUSG00000000440.13	ENSMUST00000205213	ENSMUST00000205213.3	Pparg
ENSMUSG00000000440	ENSMUSG00000000440.13	ENSMUST00000205213	ENSMUST00000205213.3	Pparg
ENSMUSG00000000440	ENSMUSG00000000440.13	ENSMUST00000000450	ENSMUST00000000450.5	Pparg
ENSMUSG00000000440	ENSMUSG00000000440.13	ENSMUST00000000450	ENSMUST00000000450.5	Pparg
ENSMUSG00000026436	ENSMUSG00000026436.16	ENSMUST00000086556	ENSMUST00000086556.12	Elk4
ENSMUSG00000026436	ENSMUSG00000026436.16	ENSMUST00000086556	ENSMUST00000086556.12	Elk4
ENSMUSG00000026436	ENSMUSG00000026436.16	ENSMUST00000086556	ENSMUST00000086556.12	Elk4
ENSMUSG00000026436	ENSMUSG00000026436.16	ENSMUST00000086556	ENSMUST00000086556.12	Elk4
ENSMUSG00000026436	ENSMUSG00000026436.16	ENSMUST00000027696	ENSMUST00000027696.10	Elk4
ENSMUSG00000026436	ENSMUSG00000026436.16	ENSMUST00000027696	ENSMUST00000027696.10	Elk4
ENSMUSG00000026436	ENSMUSG00000026436.16	ENSMUST00000027696	ENSMUST00000027696.10	Elk4
ENSMUSG00000026436	ENSMUSG00000026436.16	ENSMUST00000146432	ENSMUST00000146432.2	Elk4
ENSMUSG00000002057	ENSMUSG00000002057.5	ENSMUST00000108294	ENSMUST00000108294.2	Foxn1
ENSMUSG00000002057	ENSMUSG00000002057.5	ENSMUST00000108294	ENSMUST00000108294.2	Foxn1
ENSMUSG00000002057	ENSMUSG00000002057.5	ENSMUST00000108294	ENSMUST00000108294.2	Foxn1
ENSMUSG00000002057	ENSMUSG00000002057.5	ENSMUST00000108294	ENSMUST00000108294.2	Foxn1
ENSMUSG00000017724	ENSMUSG00000017724.15	ENSMUST00000107176	ENSMUST00000107176.8	Etv4
ENSMUSG00000017724	ENSMUSG00000017724.15	ENSMUST00000017868	ENSMUST00000017868.7	Etv4
ENSMUSG00000017724	ENSMUSG00000017724.15	ENSMUST00000017868	ENSMUST00000017868.7	Etv4
ENSMUSG00000017724	ENSMUSG00000017724.15	ENSMUST00000164750	ENSMUST00000164750.8	Etv4
ENSMUSG00000017724	ENSMUSG00000017724.15	ENSMUST00000164750	ENSMUST00000164750.8	Etv4
ENSMUSG00000017724	ENSMUSG00000017724.15	ENSMUST00000164750	ENSMUST00000164750.8	Etv4
ENSMUSG00000001493	ENSMUSG00000001493.10	ENSMUST00000057054	ENSMUST00000057054.8	Meox1
ENSMUSG00000001493	ENSMUSG00000001493.10	ENSMUST00000057054	ENSMUST00000057054.8	Meox1
ENSMUSG00000001493	ENSMUSG00000001493.10	ENSMUST00000057054	ENSMUST00000057054.8	Meox1
ENSMUSG00000001493	ENSMUSG00000001493.10	ENSMUST00000057054	ENSMUST00000057054.8	Meox1
ENSMUSG00000001493	ENSMUSG00000001493.10	ENSMUST00000057054	ENSMUST00000057054.8	Meox1
ENSMUSG00000049691	ENSMUSG00000049691.9	ENSMUST00000060820	ENSMUST00000060820.8	Nkx3-2
ENSMUSG00000049691	ENSMUSG00000049691.9	ENSMUST00000060820	ENSMUST00000060820.8	Nkx3-2
ENSMUSG00000049691	ENSMUSG00000049691.9	ENSMUST00000060820	ENSMUST00000060820.8	Nkx3-2
ENSMUSG00000049184	ENSMUSG00000049184.7	ENSMUST00000070340	ENSMUST00000070340.6	Purg
ENSMUSG00000049184	ENSMUSG00000049184.7	ENSMUST00000078058	ENSMUST00000078058.5	Purg
ENSMUSG00000023990	ENSMUSG00000023990.19	ENSMUST00000086932	ENSMUST00000086932.10	Tfeb
ENSMUSG00000023990	ENSMUSG00000023990.19	ENSMUST00000086932	ENSMUST00000086932.10	Tfeb
ENSMUSG00000023990	ENSMUSG00000023990.19	ENSMUST00000086932	ENSMUST00000086932.10	Tfeb
ENSMUSG00000023990	ENSMUSG00000023990.19	ENSMUST00000086932	ENSMUST00000086932.10	Tfeb
